sellChampagne,sellConjac,sellPivo,sellVina,sellVodka,year,region,id,vrp,priceVodka,priceVino20,priceVino14,priceConjac_rus,priceChamp_rus,pricePivo_rus,pricePivo_for,umemp,doc,ipc,pop,dtp,price1vod,otravl,suicide
1.6,0.4,53.2,9.7,10.8,2010,,32.0,147024.0,463.47,236.41,206.18,820.49,156.0,46.99,109.13,8.0,4620.0,110.37,1286540.0,120.8,216.95,34.2,18.9
1.69,0.43,49.13,9.96,10.56,2011,,32.0,174211.8,489.23,287.11,219.28,936.96,166.04,56.29,128.24,7.1,4570.0,108.88,1275354.0,123.9,242.65,30.6,19.1
1.6,0.5,50.9,8.4,10.0,2012,,32.0,207397.5,549.39,303.12,232.82,986.46,176.34,62.19,125.85,5.1,4600.0,105.32,1264416.0,115.1,307.03,33.4,19.4
1.6,0.5,42.4,7.5,7.8,2013,,32.0,219502.8,632.99,358.46,249.61,1094.51,197.26,64.94,110.41,5.2,4561.0,107.33,1253666.0,119.1,386.51,30.0,16.0
1.4,0.5,46.9,8.5,6.4,2014,,32.0,243026.0,,389.68,275.97,1128.91,200.53,74.74,133.98,5.0,4569.0,105.91,1242599.0,,571.96,14.865,16.642
1.3,0.5,55.0,8.6,6.9,2015,,32.0,,,437.36,308.09,1218.6,218.83,81.87,140.84,4.6,,116.42,1232940.0,,582.16,,
0.9,0.2,43.7,3.2,15.4,2003,,33.0,61818.6,,66.72,85.07,381.7,97.15,19.91,72.71,10.2,5234.0,115.3,1520057.0,214.5,113.41,31.5,42.5
1.0,0.2,54.0,3.7,17.3,2004,,33.0,74207.0,176.09,85.95,92.23,518.08,97.61,23.34,79.79,9.1,5151.0,113.5,1509571.0,215.4,131.11,37.6,41.3
1.3,0.3,50.6,3.4,16.9,2005,,33.0,86926.8,233.21,96.1,101.62,613.93,103.77,27.65,96.71,9.0,5002.0,110.9,1497598.0,219.2,138.58,32.2,37.2
1.3,0.3,51.4,4.4,15.3,2006,,33.0,112841.7,258.48,125.18,121.16,619.9,114.9,29.21,101.26,10.8,5016.0,107.18,1486453.0,239.0,154.55,32.7,32.3
1.4,0.4,51.7,6.9,12.6,2007,,33.0,146663.0,296.49,192.03,148.06,863.0,125.7,32.7,116.28,6.7,4985.0,107.67,1475861.0,252.6,169.66,23.7,32.0
1.3,0.6,52.6,8.6,11.7,2008,,33.0,175395.7,364.98,215.81,181.21,758.21,139.46,36.96,161.71,5.7,4905.0,113.21,1466743.0,230.3,197.3,24.228,28.589
1.3,0.6,51.4,8.5,11.7,2009,,33.0,185824.6,411.52,241.13,194.66,856.28,155.98,41.47,183.87,8.7,4844.0,113.32,1457937.0,220.5,211.01,17.144,29.688
1.4,0.6,49.0,9.0,12.0,2010,,33.0,224759.2,437.95,259.21,242.32,934.68,171.15,49.08,219.95,6.1,4767.0,106.68,1449773.0,231.0,226.99,11.8,26.8
1.48,0.64,46.74,8.43,12.26,2011,,33.0,261222.6,468.96,278.17,237.31,879.85,166.48,59.95,226.11,5.7,4977.0,107.71,1441129.0,230.6,259.01,11.9,25.2
1.5,0.7,46.6,8.0,11.9,2012,,33.0,286018.6,466.52,307.39,238.53,883.93,172.2,64.56,237.54,4.4,4792.0,105.68,1431932.0,221.3,306.46,20.0,21.9
1.6,0.8,45.8,7.2,10.9,2013,,33.0,306641.4,625.84,334.06,244.74,964.27,186.55,72.68,252.45,3.8,4790.0,105.65,1421742.0,211.2,395.39,13.3,23.0
1.0,0.7,51.4,9.6,7.9,2014,,33.0,327885.3,,377.86,255.66,1145.59,206.08,82.64,253.97,4.3,4752.0,106.16,1413321.0,,522.3,16.956,23.483
1.0,0.8,52.4,9.2,8.1,2015,,33.0,,,431.16,294.08,1267.76,223.12,93.77,340.16,5.6,,118.56,1405613.0,,518.58,,
1.8,0.5,46.7,2.7,13.2,2003,,34.0,128622.2,,79.33,107.3,458.24,89.11,23.45,104.94,11.1,12600.0,110.0,2694232.0,120.7,116.03,15.9,27.0
1.9,0.5,55.3,3.3,12.5,2004,,34.0,154337.7,249.27,94.81,111.73,581.44,101.6,25.96,118.27,9.3,12759.0,111.1,2672392.0,124.1,142.88,14.5,28.2
2.0,0.4,53.4,3.5,11.5,2005,,34.0,203232.2,256.27,95.88,115.17,605.39,108.79,27.04,119.98,6.7,12711.0,114.7,2656212.0,124.4,161.93,12.7,26.1
1.9,0.4,60.3,3.3,9.5,2006,,34.0,252142.7,297.84,109.05,116.43,607.52,118.71,29.28,141.97,8.6,12953.0,109.83,2640392.0,118.1,173.62,11.8,25.5
1.9,0.4,74.6,4.9,8.6,2007,,34.0,331766.8,315.52,123.18,121.56,708.24,134.7,31.08,150.72,6.3,13227.0,106.7,2629959.0,123.9,200.36,8.2,25.1
1.5,0.5,91.8,5.9,7.3,2008,,34.0,416678.5,371.88,128.11,95.29,781.33,140.47,34.32,160.69,8.2,13230.0,111.58,2623128.0,121.3,209.7,4.34,21.046
1.7,0.5,76.7,5.1,7.6,2009,,34.0,377514.3,398.44,149.79,117.85,811.15,153.29,39.83,172.04,10.3,13220.0,114.55,2618062.0,116.5,222.76,3.045,21.469
1.6,0.5,66.1,5.0,6.9,2010,,34.0,433473.7,429.0,166.65,131.23,813.3,168.08,46.71,203.91,8.0,13170.0,107.1,2614165.0,116.7,205.21,2.2,17.3
1.66,0.6,67.13,4.82,6.59,2011,,34.0,508433.3,452.5,194.04,157.76,811.67,180.39,54.11,209.17,6.9,13107.0,107.47,2607505.0,114.0,235.75,1.7,13.0
1.7,0.5,71.6,4.5,5.9,2012,,34.0,571516.1,494.27,229.02,188.44,776.6,194.24,59.72,216.44,6.0,12202.0,104.82,2594825.0,117.9,299.15,2.4,13.8
1.7,0.5,78.4,4.6,4.7,2013,,34.0,607472.2,621.02,260.46,193.99,877.15,221.87,63.99,233.84,6.6,12372.0,104.52,2583002.0,111.0,377.49,2.2,12.9
1.6,0.5,72.7,5.5,3.6,2014,,34.0,715050.4,,291.96,201.85,1033.13,222.56,70.73,232.86,6.6,12333.0,104.32,2569126.0,,468.62,1.756,13.03
1.5,0.5,69.5,4.8,3.6,2015,,34.0,,,335.73,219.88,1097.03,223.51,86.48,249.09,7.2,,116.03,2557397.0,,467.07,,
0.4,0.6,61.7,18.1,24.6,2003,,35.0,107544.6,,82.96,114.58,451.4,106.28,20.87,78.74,4.9,4257.0,113.1,1266848.0,147.5,110.53,47.9,52.2
0.6,0.7,85.1,14.2,26.7,2004,,35.0,161378.6,416.19,101.3,126.42,514.57,112.52,22.65,71.89,6.4,4257.0,111.8,1255924.0,165.6,136.97,52.5,46.9
0.6,0.7,89.2,10.6,21.9,2005,,35.0,193966.1,432.72,110.77,150.96,597.7,129.67,28.92,78.5,5.2,4357.0,111.3,1245769.0,242.0,149.59,38.8,39.2
0.8,0.6,85.2,7.7,17.5,2006,,35.0,201939.2,448.44,128.02,159.49,622.26,132.24,34.14,89.3,5.4,4359.0,107.52,1234940.0,241.0,162.7,25.7,40.9
0.8,0.4,86.3,9.4,16.2,2007,,35.0,243336.3,504.04,159.76,182.68,767.79,142.46,35.7,103.17,4.0,4344.0,107.69,1225780.0,227.9,179.52,17.5,35.2
1.1,0.6,89.5,10.1,17.5,2008,,35.0,294926.2,406.83,189.29,191.02,835.02,150.19,43.12,116.94,5.6,4395.0,111.85,1219775.0,196.6,204.6,15.239,26.463
1.3,0.5,84.8,12.9,15.2,2009,,35.0,213396.9,522.96,212.17,181.23,854.94,163.02,49.98,143.11,7.8,4307.0,114.72,1214135.0,174.2,225.87,18.751,29.36
0.9,0.4,85.9,9.2,12.9,2010,,35.0,262432.7,527.1,256.93,238.83,1008.84,179.36,57.64,116.34,7.8,4155.0,105.57,1208364.0,173.7,239.61,17.3,25.6
1.29,0.64,88.83,10.34,15.44,2011,,35.0,323067.9,521.87,279.4,251.66,1005.47,189.88,68.57,137.99,7.3,4170.0,108.6,1201190.0,170.7,277.17,13.5,24.2
1.3,0.8,108.6,9.8,14.9,2012,,35.0,355291.3,668.45,316.93,245.7,1091.99,222.38,70.34,147.94,5.8,4226.0,105.66,1198546.0,165.9,336.06,13.3,20.5
1.3,0.7,92.0,8.2,12.9,2013,,35.0,346227.6,921.71,353.93,254.08,1243.44,241.22,77.88,144.47,6.1,4137.0,105.01,1196196.0,157.6,410.56,15.7,23.0
1.2,0.6,63.7,10.0,11.1,2014,,35.0,388402.8,,391.04,266.57,1176.0,251.09,85.89,147.54,5.6,4187.0,105.82,1193371.0,,555.77,14.763,20.383
1.1,0.7,53.6,10.3,11.3,2015,,35.0,,,507.38,335.29,1269.16,270.21,96.77,170.05,6.8,,115.64,1191010.0,,560.06,,
1.1,0.3,38.2,3.1,10.8,2003,,36.0,100143.3,,56.97,97.98,420.24,96.61,20.38,49.32,8.3,12133.0,111.7,2374461.0,125.3,120.4,21.9,21.5
1.3,0.4,41.2,3.4,12.6,2004,,36.0,117197.6,259.21,67.79,97.35,482.54,105.74,23.6,53.8,8.7,12375.0,113.7,2367457.0,152.3,130.52,22.9,24.4
1.4,0.3,48.0,3.5,13.8,2005,,36.0,133586.6,280.36,70.04,105.72,524.51,111.99,26.38,61.38,7.6,12529.0,109.7,2364932.0,169.5,145.31,13.6,22.2
1.4,0.4,62.3,3.7,11.1,2006,,36.0,166176.5,288.81,81.02,111.47,552.29,111.84,28.32,66.7,5.4,12455.0,107.89,2360912.0,174.6,150.03,21.1,22.2
1.5,0.5,74.3,4.7,11.9,2007,,36.0,222811.9,309.93,88.53,114.5,617.16,121.14,29.7,72.42,5.2,12538.0,106.34,2353805.0,197.1,171.34,31.4,20.9
1.4,0.6,78.3,5.5,12.9,2008,,36.0,287072.1,374.51,113.3,129.37,825.88,129.16,36.35,84.9,5.2,11931.0,114.27,2344413.0,178.2,183.1,21.844,18.328
1.8,0.6,73.9,7.1,13.0,2009,,36.0,301729.1,371.9,110.29,148.18,862.63,140.33,40.12,93.97,8.6,12244.0,115.42,2338997.0,167.8,207.65,14.432,19.507
1.9,0.5,71.4,6.6,9.4,2010,,36.0,346568.2,404.56,138.32,169.04,928.6,159.47,45.76,108.17,7.5,12274.0,107.8,2334895.0,167.6,225.1,15.2,15.2
1.9,0.44,81.01,6.02,8.41,2011,,36.0,474973.9,484.59,157.65,176.29,928.4,169.85,53.81,107.99,6.4,12581.0,107.75,2334809.0,165.5,247.11,14.4,15.4
2.0,0.6,83.3,7.5,8.5,2012,,36.0,563965.4,539.81,173.89,176.08,783.84,178.99,59.12,128.16,5.5,12663.0,104.15,2331506.0,168.2,350.44,14.8,15.2
2.3,0.5,85.2,7.0,8.0,2013,,36.0,611720.4,639.23,193.2,193.2,820.77,209.91,64.7,138.2,4.7,12614.0,106.25,2330377.0,164.1,427.06,18.5,17.4
1.6,0.6,63.9,5.8,4.9,2014,,36.0,709068.3,,278.74,234.12,971.05,213.3,72.14,140.65,4.5,12603.0,106.66,2328959.0,,604.53,19.099,16.824
1.7,0.6,65.0,5.7,5.4,2015,,36.0,,,441.75,250.49,1064.53,222.22,84.91,160.2,4.5,,114.96,2331147.0,,607.95,,
0.6,0.2,61.6,5.2,15.4,2003,,37.0,33214.6,,122.56,77.82,398.73,97.0,20.25,48.94,6.5,5897.0,114.7,1144540.0,205.8,113.08,28.2,45.6
0.7,0.4,68.1,8.0,17.3,2004,,37.0,40159.4,286.8,124.22,88.4,473.78,97.71,24.38,47.85,4.7,5771.0,112.0,1131027.0,191.6,131.86,29.0,41.7
1.0,0.4,76.6,9.0,12.5,2005,,37.0,44415.4,308.15,165.14,97.98,522.21,110.39,26.02,75.02,6.9,5621.0,108.7,1116739.0,211.7,138.38,23.9,37.0
1.0,0.4,99.9,10.7,11.1,2006,,37.0,55090.0,326.83,160.33,105.83,537.93,114.98,28.24,77.64,4.2,5657.0,107.23,1101862.0,213.3,161.8,21.5,35.3
1.3,0.4,106.2,8.9,13.5,2007,,37.0,74752.0,399.71,185.23,155.74,825.6,119.87,27.63,88.46,4.3,5563.0,110.27,1089837.0,226.1,173.21,17.0,35.4
1.3,0.4,104.5,11.0,11.7,2008,,37.0,86980.3,470.15,242.44,180.34,739.06,124.59,38.03,114.75,5.2,5472.0,114.88,1081112.0,215.3,200.4,22.112,32.982
1.3,0.5,100.2,10.9,10.8,2009,,37.0,87061.9,462.41,300.36,199.72,748.92,156.46,47.54,150.36,10.8,5449.0,116.32,1074309.0,190.3,212.45,33.931,30.94
1.5,0.5,86.4,9.5,10.2,2010,,37.0,109884.5,501.41,363.59,244.86,740.78,168.93,51.72,166.73,7.6,5504.0,106.02,1067788.0,185.2,232.65,27.6,27.5
1.57,0.57,88.42,9.71,11.14,2011,,37.0,128905.4,478.18,358.46,243.57,798.99,177.41,61.51,183.01,6.6,5749.0,109.12,1060109.0,189.5,274.72,21.8,29.0
1.7,0.6,92.8,9.2,11.9,2012,,37.0,136115.0,540.12,376.76,281.77,838.17,198.67,67.23,189.57,6.3,5533.0,106.42,1054040.0,191.9,330.39,20.7,25.7
1.7,0.6,84.7,8.8,9.3,2013,,37.0,158228.7,628.75,434.5,293.88,919.2,210.98,73.4,201.79,5.2,4929.0,106.72,1048961.0,185.5,430.16,15.1,22.4
1.0,0.6,71.6,8.2,7.0,2014,,37.0,151047.0,,495.01,272.98,1083.32,223.86,82.68,220.68,4.3,4996.0,105.96,1043130.0,,540.6,11.923,23.846
1.1,0.6,72.8,7.5,7.8,2015,,37.0,,,588.86,319.54,1174.48,247.56,93.97,254.76,5.6,,117.47,1036909.0,,566.86,,
1.0,0.3,51.5,7.4,10.2,2003,,38.0,167927.1,,97.56,111.11,319.12,115.59,29.36,105.57,11.2,12240.0,113.6,2577702.0,160.7,137.21,49.6,58.0
1.5,0.7,54.7,5.5,22.7,2004,,38.0,213244.2,383.09,114.33,122.32,368.08,117.04,30.75,103.98,10.3,12010.0,110.6,2552298.0,167.2,153.79,43.8,56.9
1.7,0.9,58.4,7.0,23.0,2005,,38.0,258095.5,436.39,112.76,120.84,471.27,123.12,33.16,116.81,9.8,11841.0,108.0,2524080.0,167.9,169.01,39.0,55.2
1.5,1.0,68.4,7.2,23.0,2006,,38.0,330834.3,475.94,120.7,113.35,571.91,123.34,33.0,110.65,8.5,11619.0,107.17,2492143.0,167.6,191.43,28.7,50.0
1.1,0.3,76.7,5.4,11.6,2007,,38.0,402654.7,494.34,157.3,134.61,665.23,147.85,35.44,130.04,8.0,12202.0,109.06,2467383.0,183.2,208.32,16.1,50.7
1.5,0.5,84.1,6.5,12.0,2008,,38.0,438852.4,549.23,160.44,142.37,681.82,160.29,39.25,139.15,8.5,12174.0,112.77,2455410.0,163.3,227.7,11.849,46.916
1.3,0.4,92.2,6.3,11.4,2009,,38.0,458774.9,453.97,190.22,167.29,802.91,177.89,46.96,155.82,10.8,12390.0,114.17,2448287.0,150.8,221.46,13.378,44.606
1.3,0.5,85.4,6.5,11.4,2010,,38.0,546141.0,495.34,217.48,184.4,865.39,184.18,52.0,121.36,10.1,12107.0,107.44,2440391.0,141.1,251.66,13.0,43.0
1.4,0.51,77.29,6.1,10.98,2011,,38.0,634561.4,559.41,231.06,217.35,914.2,202.58,59.84,113.73,9.1,12346.0,109.34,2427954.0,148.5,293.56,11.2,43.9
1.5,0.6,71.7,6.3,10.8,2012,,38.0,737971.6,640.85,244.08,240.09,969.46,218.34,65.29,115.66,7.8,12436.0,106.94,2424355.0,141.1,368.44,9.0,38.8
1.5,0.6,71.6,5.8,9.4,2013,,38.0,805197.5,705.94,291.8,258.54,1025.44,231.24,72.55,131.43,8.3,11623.0,106.45,2422026.0,141.1,445.59,10.3,31.4
1.5,0.6,73.2,6.2,7.7,2014,,38.0,907400.8,,353.88,279.73,1129.34,263.55,84.47,145.96,8.8,11828.0,104.62,2418348.0,,590.47,7.242,23.463
1.5,0.5,66.9,6.2,7.2,2015,,38.0,,,359.08,349.5,1255.46,274.81,93.43,165.63,8.2,,112.64,2414913.0,,608.24,,
1.4,1.1,80.8,11.3,20.0,2003,,39.0,46757.7,,87.58,76.79,290.08,92.37,21.45,34.67,7.5,3381.0,117.5,954093.0,135.8,121.6,65.9,34.5
1.4,1.0,84.2,12.7,20.0,2004,,39.0,66552.1,196.34,97.54,81.33,362.94,97.58,26.64,44.54,6.6,3398.0,111.7,947887.0,147.7,132.39,65.9,33.4
1.5,1.0,70.5,11.0,15.9,2005,,39.0,81837.6,232.6,98.87,85.71,407.25,104.39,31.06,45.42,6.5,3339.0,111.1,942098.0,150.6,146.36,66.2,33.4
1.4,1.0,82.4,11.6,16.9,2006,,39.0,103138.7,263.75,119.34,81.19,442.16,106.44,32.96,46.98,4.4,3456.0,107.77,936574.0,146.6,161.3,47.8,27.1
1.6,0.9,73.8,12.3,17.3,2007,,39.0,143927.7,275.25,114.96,95.54,535.4,129.46,34.11,52.49,3.4,3420.0,106.99,934330.0,146.4,174.01,40.1,29.0
2.0,1.7,67.2,9.3,14.7,2008,,39.0,179266.7,302.48,135.29,107.41,618.11,146.72,35.76,60.11,8.6,3316.0,112.06,935297.0,146.1,193.5,40.432,24.003
1.9,1.6,62.7,7.6,10.5,2009,,39.0,169519.6,304.29,160.99,138.35,674.13,169.93,44.53,74.7,10.9,3260.0,117.14,936613.0,142.5,202.69,33.382,26.023
2.0,1.9,57.6,8.6,15.6,2010,,39.0,195749.1,324.06,153.62,150.4,691.34,186.25,52.46,115.9,10.3,3248.0,106.39,938633.0,138.3,236.6,28.5,23.5
2.03,2.13,56.95,7.98,14.65,2011,,39.0,241004.8,387.9,172.65,152.75,707.34,198.51,62.11,139.92,9.1,3354.0,106.33,941823.0,140.7,298.8,23.1,18.5
1.7,2.3,61.0,8.6,14.8,2012,,39.0,265361.2,426.07,186.88,179.93,762.74,223.43,66.52,151.76,7.4,3965.0,107.08,946796.0,139.6,366.54,16.4,17.6
1.9,2.1,57.6,6.9,13.2,2013,,39.0,275885.8,746.46,212.34,201.31,837.34,250.78,77.55,156.44,5.6,4234.0,105.88,954773.0,136.4,497.67,23.6,20.2
1.5,1.2,36.9,6.9,7.7,2014,,39.0,306232.8,,272.96,239.33,999.74,276.08,86.56,175.23,5.4,4141.0,105.57,963128.0,,589.91,24.015,20.806
1.6,1.0,36.4,7.1,7.3,2015,,39.0,,,320.66,257.49,1178.32,317.96,97.91,202.99,5.7,,119.41,968944.0,,654.08,,
0.9,0.3,71.2,3.0,9.0,2003,,40.0,48792.7,,116.69,89.5,356.05,98.36,24.01,51.52,6.1,4108.0,114.3,1038614.0,179.6,132.03,34.0,30.2
1.3,0.3,86.7,4.0,11.4,2004,,40.0,57993.8,139.57,129.98,93.93,452.64,108.77,27.07,62.16,6.3,4035.0,114.0,1031655.0,180.0,148.1,40.0,30.0
1.6,0.3,64.1,3.8,13.9,2005,,40.0,70953.9,183.81,132.41,97.68,593.34,111.32,29.44,65.48,5.6,3967.0,111.2,1027581.0,178.4,159.51,43.8,26.8
3.0,0.4,96.6,5.9,11.3,2006,,40.0,86150.5,197.35,143.71,102.49,621.19,108.01,30.82,74.04,5.6,3977.0,108.11,1023341.0,174.0,166.01,39.9,24.7
2.3,0.5,71.4,6.4,11.8,2007,,40.0,111869.0,206.65,187.82,107.45,602.95,116.25,32.74,85.78,5.0,3910.0,108.7,1020141.0,193.6,180.95,25.7,22.3
1.9,0.7,64.6,7.7,10.8,2008,,40.0,150394.4,232.35,166.68,111.38,602.24,126.18,35.94,98.5,4.6,3953.0,114.47,1017726.0,170.5,205.3,24.396,21.907
1.5,0.8,50.1,7.4,10.2,2009,,40.0,154946.1,276.81,191.93,131.67,629.69,147.28,42.48,120.03,6.1,4069.0,116.44,1015597.0,174.2,235.55,27.04,22.75
1.6,0.8,53.7,8.9,11.2,2010,,40.0,188601.3,285.75,224.2,153.46,634.61,153.7,47.2,139.18,6.7,3992.0,107.77,1014996.0,173.7,246.46,23.7,21.0
1.78,0.86,57.93,9.26,11.62,2011,,40.0,234749.0,311.74,243.17,163.03,696.95,162.97,54.26,149.29,5.6,4025.0,107.77,1009191.0,181.1,238.42,19.3,16.8
2.0,0.9,64.0,9.3,11.9,2012,,40.0,285256.6,333.69,258.45,201.98,743.4,177.28,59.07,156.14,4.3,4066.0,106.59,1008229.0,212.5,295.67,18.8,15.1
1.7,0.9,52.3,8.6,11.7,2013,,40.0,292841.0,460.52,324.45,206.29,791.24,193.85,66.72,162.12,4.5,4093.0,107.22,1005585.0,231.5,387.63,20.8,16.4
1.8,0.9,46.1,7.7,9.0,2014,,40.0,324940.7,,410.66,256.47,913.71,200.67,75.92,154.35,4.2,4111.0,106.72,1004544.0,,511.4,21.538,17.667
1.8,0.9,45.6,7.6,8.9,2015,,40.0,,,472.51,320.35,1026.58,216.03,85.35,172.62,4.3,,116.88,1010486.0,,560.11,,
1.8,1.2,39.1,7.4,25.1,2003,,41.0,29747.0,,181.12,130.2,493.09,129.84,40.52,87.16,12.4,1871.0,110.2,357917.0,130.4,145.57,15.2,39.9
2.0,1.1,49.2,7.5,22.2,2004,,41.0,35139.3,289.96,173.55,147.15,550.75,137.23,43.21,106.82,10.3,1834.0,111.3,350510.0,167.6,200.5,12.4,32.8
2.1,1.4,50.5,8.6,22.8,2005,,41.0,43974.3,319.66,186.27,167.11,625.79,151.46,42.61,110.9,8.4,1791.0,121.5,343908.0,187.8,227.41,17.1,25.9
2.9,1.2,69.1,8.0,20.4,2006,,41.0,56119.8,337.32,199.86,185.34,660.74,162.14,46.38,103.65,8.1,1821.0,111.92,336594.0,197.5,280.53,6.9,35.6
3.3,1.5,69.6,7.8,18.6,2007,,41.0,66076.8,438.75,246.57,246.47,796.88,188.03,49.77,121.95,9.0,1796.0,109.5,330810.0,185.2,292.8,13.0,29.4
3.7,1.7,73.4,7.2,18.2,2008,,41.0,77854.3,546.22,262.6,265.93,893.13,184.93,54.72,157.96,8.6,1571.0,111.79,327949.0,173.9,324.6,11.027,35.693
3.9,1.8,75.0,7.6,17.5,2009,,41.0,94643.2,568.33,312.89,297.27,883.25,197.65,60.81,156.77,7.5,1543.0,113.13,325179.0,166.3,331.69,7.583,32.663
4.1,1.8,75.6,7.7,16.9,2010,,41.0,103123.2,637.48,342.01,321.56,842.36,206.37,63.62,181.09,7.0,1586.0,109.71,323165.0,171.8,373.98,5.6,27.0
4.2,1.76,77.77,7.59,16.83,2011,,41.0,114375.9,661.83,391.45,368.54,981.49,209.45,71.7,186.75,6.1,1722.0,106.54,321659.0,196.0,418.16,3.1,37.1
4.3,1.8,76.0,7.5,15.4,2012,,41.0,127412.7,645.39,425.85,411.17,1094.54,232.19,85.47,170.88,5.8,1699.0,105.19,320156.0,204.5,491.88,0.6,22.8
4.1,1.8,76.3,6.7,15.1,2013,,41.0,133364.0,703.73,507.0,431.29,1112.65,230.47,96.82,248.66,5.7,1737.0,104.23,320549.0,188.0,594.47,2.5,25.3
4.0,1.7,76.0,6.4,13.0,2014,,41.0,145419.9,,573.47,468.41,1260.29,251.79,105.94,248.5,6.1,1668.0,106.43,319864.0,,665.33,5.337,18.835
3.9,1.6,68.2,6.3,12.8,2015,,41.0,,,673.98,472.73,1475.81,277.66,116.33,265.17,4.5,,112.25,317269.0,,711.73,,
1.1,0.3,36.9,4.2,20.1,2003,,42.0,164903.1,,151.42,94.67,348.85,120.82,23.97,65.54,9.9,13260.0,111.8,2893448.0,124.2,110.5,49.2,50.6
1.0,0.3,68.6,3.7,21.2,2004,,42.0,244462.0,286.26,143.93,101.93,438.34,119.98,25.4,70.38,9.9,13325.0,111.2,2862105.0,126.5,141.42,45.6,47.5
1.4,0.4,77.5,4.4,19.3,2005,,42.0,295378.4,298.02,147.71,106.03,450.14,125.01,26.74,70.16,8.6,13185.0,110.5,2832963.0,128.2,156.35,47.4,46.2
1.3,0.4,87.8,4.3,19.7,2006,,42.0,342210.6,296.97,163.67,107.61,474.06,127.08,28.08,78.44,7.4,13297.0,108.44,2805941.0,129.2,175.58,38.1,44.0
1.8,0.9,65.1,8.8,19.6,2007,,42.0,437790.2,233.04,161.96,125.11,606.43,134.86,29.97,82.08,6.2,13430.0,106.95,2785999.0,129.6,191.32,32.6,45.7
1.6,0.7,68.5,9.3,17.6,2008,,42.0,575901.9,245.42,174.23,131.81,731.43,149.54,34.03,93.49,6.6,13365.0,109.2,2780231.0,129.6,213.0,30.786,40.777
1.3,0.7,62.5,9.2,13.9,2009,,42.0,512408.0,267.23,183.73,162.64,804.78,169.33,38.79,102.6,9.7,13372.0,113.42,2776358.0,123.0,223.41,28.888,41.648
1.3,0.6,67.1,9.0,13.6,2010,,42.0,625914.9,280.83,196.06,174.73,817.56,175.47,42.6,112.91,8.9,13179.0,106.84,2772964.0,123.1,235.46,30.5,36.6
1.48,0.61,71.37,7.48,13.7,2011,,42.0,751198.4,304.35,221.4,185.55,845.23,182.16,50.95,116.17,8.1,13301.0,106.75,2761255.0,126.9,272.75,23.7,36.6
1.6,0.7,75.3,5.9,14.2,2012,,42.0,718320.4,352.74,289.28,202.96,850.24,200.89,57.13,119.48,7.1,13396.0,106.44,2750829.0,142.5,326.67,21.0,36.0
1.8,0.8,72.6,5.9,11.3,2013,,42.0,667950.5,458.23,296.52,223.22,979.87,231.34,64.78,124.4,6.0,12943.0,106.59,2742450.0,135.5,408.79,22.6,34.8
1.2,0.5,72.1,4.5,7.4,2014,,42.0,747414.6,,351.06,240.55,1031.64,243.65,73.75,139.67,6.2,12513.0,106.03,2734075.0,,543.53,24.217,33.669
1.5,0.5,71.8,4.4,6.9,2015,,42.0,,,360.93,276.65,1174.61,264.49,82.56,145.54,7.7,,115.59,2724990.0,,557.88,,
0.6,0.1,33.4,7.2,13.5,2003,,43.0,57795.8,,127.17,129.85,540.24,95.89,21.0,121.15,7.3,15368.0,113.3,1498976.0,177.8,104.41,98.2,61.4
0.7,0.1,43.6,9.6,12.8,2004,,43.0,70706.2,212.69,176.81,173.47,578.28,97.61,25.28,136.2,8.6,6736.0,111.6,1472481.0,176.6,120.63,94.4,66.0
0.7,0.2,56.2,9.7,12.8,2005,,43.0,79800.6,231.18,185.34,180.98,662.77,110.68,30.01,149.22,7.2,6574.0,111.3,1445356.0,205.2,130.01,92.8,57.0
0.9,0.2,66.8,9.5,12.9,2006,,43.0,97047.1,238.77,192.54,197.49,680.72,117.29,31.65,151.03,7.9,6518.0,108.41,1418645.0,193.7,142.85,70.9,52.1
1.3,0.4,76.0,12.1,13.8,2007,,43.0,118154.9,266.53,225.54,213.49,829.03,121.2,32.59,168.0,5.8,6522.0,108.0,1396017.0,193.5,154.41,50.2,51.2
1.4,0.5,84.0,13.1,14.5,2008,,43.0,151116.7,271.4,260.96,196.01,809.64,132.88,36.33,170.11,7.2,6523.0,112.98,1379383.0,192.6,162.8,44.982,52.159
1.4,0.5,77.0,13.4,14.2,2009,,43.0,146321.3,295.12,273.3,195.38,785.92,142.5,42.86,218.57,10.9,6454.0,114.68,1365003.0,166.6,184.79,41.472,48.993
1.8,0.5,77.4,11.0,15.2,2010,,43.0,172352.0,302.27,307.24,216.38,841.62,152.51,48.45,232.71,8.6,6540.0,107.4,1352692.0,174.0,207.55,38.2,40.9
1.82,0.55,82.05,9.23,15.09,2011,,43.0,195269.5,319.12,331.39,233.59,874.91,165.49,56.6,232.05,8.3,6517.0,110.18,1338758.0,168.4,241.47,31.3,37.4
1.7,0.6,81.4,8.1,15.1,2012,,43.0,208505.4,379.46,341.77,223.11,926.81,173.96,61.48,222.78,7.1,6150.0,106.29,1327915.0,158.1,284.53,36.0,37.3
1.4,0.6,73.3,8.1,12.9,2013,,43.0,224152.3,643.64,389.97,241.57,962.0,202.13,68.67,244.73,5.6,6093.0,105.85,1319076.0,153.6,399.6,24.9,38.6
