sellChampagne,sellConjac,sellPivo,sellVina,sellVodka,year,region,id,vrp,priceVodka,priceVino20,priceVino14,priceConjac_rus,priceChamp_rus,pricePivo_rus,pricePivo_for,umemp,doc,ipc,pop,dtp,price1vod,otravl,suicide
0.6,0.3,30.4,3.7,7.1,2006,,55.0,262506.7,241.11,132.53,115.45,565.81,124.81,25.82,112.88,9.1,11328.0,107.39,2016288.0,172.9,156.99,34.2,33.2
0.5,0.2,104.2,3.0,8.2,2007,,55.0,296004.7,242.46,147.48,135.77,615.72,142.03,27.67,118.81,8.0,11458.0,106.72,2003282.0,163.3,167.35,30.7,35.4
1.0,0.3,126.3,4.8,8.7,2008,,55.0,347760.3,264.1,148.72,146.16,628.88,146.05,31.51,130.38,7.8,11489.0,111.81,1993290.0,162.1,179.4,29.265,32.092
1.0,0.3,116.7,5.0,7.8,2009,,55.0,336259.6,285.36,167.25,160.48,679.93,159.98,35.07,137.32,8.5,11447.0,113.32,1987716.0,146.6,185.91,24.44,31.941
1.2,0.4,118.8,5.6,6.9,2010,,55.0,382620.4,287.98,179.7,176.76,712.77,168.43,38.83,143.11,8.1,10662.0,106.45,1983985.0,138.1,200.45,19.3,25.9
1.28,0.44,126.93,5.02,6.78,2011,,55.0,451418.8,312.9,199.21,185.37,729.58,175.92,44.91,143.28,7.9,11617.0,106.76,1976560.0,148.7,232.32,14.3,24.0
1.4,0.5,125.2,5.1,7.0,2012,,55.0,491507.6,336.99,204.66,198.57,783.12,184.23,49.11,150.86,6.9,10835.0,104.38,1974820.0,171.0,286.19,14.2,27.1
1.5,0.5,103.0,4.9,5.0,2013,,55.0,551734.0,442.96,230.26,222.88,816.67,196.05,55.12,161.64,6.8,10869.0,105.84,1973985.0,153.3,372.4,14.5,30.4
1.5,0.5,79.7,4.9,4.3,2014,,55.0,598911.6,,252.36,241.01,857.61,206.71,62.83,156.79,6.7,10792.0,105.03,1973876.0,,518.27,16.245,24.14
1.3,0.5,77.4,4.6,4.0,2015,,55.0,,,291.35,266.87,967.28,203.8,72.55,170.95,6.8,,112.98,1978183.0,,522.01,,
0.6,0.2,28.7,2.5,8.5,2003,,56.0,115824.6,,103.39,95.14,317.24,110.18,22.59,76.8,11.3,5468.0,110.1,2176000.0,127.6,102.84,36.0,51.2
0.6,0.2,35.6,3.0,8.6,2004,,56.0,169876.7,244.23,108.98,103.24,371.54,121.29,24.66,89.85,11.0,10675.0,110.2,2149942.0,134.1,125.24,33.8,50.5
0.7,0.3,39.0,3.2,9.2,2005,,56.0,213138.2,240.37,125.5,112.68,539.6,119.5,24.57,76.18,9.2,10503.0,110.5,2122459.0,148.8,135.35,40.5,45.9
0.8,0.3,46.4,3.3,10.3,2006,,56.0,302808.4,230.85,127.75,119.2,538.89,113.9,27.49,76.22,6.4,10438.0,107.7,2093495.0,172.4,154.8,31.3,42.3
0.8,0.4,52.0,3.7,9.2,2007,,56.0,370880.9,271.07,142.56,127.1,594.74,132.74,28.01,85.95,7.1,10433.0,106.86,2067890.0,174.5,163.14,23.0,41.9
0.9,0.4,70.1,4.5,9.3,2008,,56.0,430023.1,290.1,173.7,144.57,744.96,143.57,31.66,99.69,6.9,10460.0,111.73,2055701.0,163.2,175.9,19.383,42.17
0.9,0.2,75.6,4.2,7.5,2009,,56.0,413395.5,321.95,195.84,155.87,825.05,162.75,38.11,116.36,8.8,10340.0,112.22,2044256.0,152.2,188.88,11.694,40.384
0.9,0.3,68.6,4.3,6.8,2010,,56.0,458145.4,340.02,213.86,162.29,793.58,164.01,42.65,129.65,7.2,10607.0,106.5,2042043.0,142.4,205.02,8.1,34.0
1.1,0.3,66.58,4.5,6.38,2011,,56.0,553320.9,369.29,233.94,172.42,828.84,163.95,51.17,140.29,6.3,10571.0,107.67,2031497.0,132.0,220.25,7.7,31.3
1.2,0.4,65.2,4.5,6.5,2012,,56.0,628563.6,408.71,252.04,190.01,907.82,173.37,57.22,153.51,5.4,10428.0,105.04,2023665.0,121.2,272.57,5.1,32.8
1.1,0.3,63.0,4.0,5.7,2013,,56.0,717014.8,485.94,282.81,198.64,964.2,195.21,65.52,161.69,4.9,9759.0,104.95,2016086.0,135.9,359.92,4.9,32.9
1.2,0.3,60.5,4.0,3.7,2014,,56.0,731287.6,,292.78,226.07,954.42,204.56,73.82,183.91,4.4,9947.0,104.66,2008566.0,,510.47,4.539,31.324
1.2,0.3,53.0,3.9,3.3,2015,,56.0,,,334.99,238.63,1009.26,220.28,84.03,206.17,4.8,,112.7,2001110.0,,477.91,,
1.4,0.3,32.8,3.8,10.6,2003,,57.0,42073.3,,111.54,92.46,482.68,102.6,21.3,96.15,8.0,3197.0,112.2,858312.0,175.2,102.24,46.6,22.8
1.1,0.3,36.9,3.5,8.4,2004,,57.0,46042.3,134.5,122.71,98.6,520.79,100.17,24.16,117.38,6.2,3157.0,111.7,847051.0,184.5,119.67,47.7,24.2
1.3,0.3,39.7,4.1,8.0,2005,,57.0,53181.9,151.27,125.38,99.16,563.26,102.43,26.13,83.24,6.3,3095.0,109.5,835165.0,178.7,130.67,51.4,19.2
1.3,0.3,44.7,3.9,7.7,2006,,57.0,64801.6,204.87,133.2,121.94,591.02,133.73,32.48,110.1,5.9,3225.0,107.03,822096.0,183.0,144.22,39.6,19.3
1.4,0.3,45.9,4.6,7.8,2007,,57.0,77101.2,284.4,147.63,148.24,739.46,138.59,34.83,140.5,5.5,3239.0,106.73,811389.0,213.7,177.49,36.5,18.4
1.7,0.4,61.1,5.1,8.8,2008,,57.0,96669.9,329.96,184.53,149.13,742.75,136.23,37.56,145.13,6.0,3177.0,111.04,805207.0,200.9,211.8,32.462,14.645
1.7,0.5,58.8,5.7,9.1,2009,,57.0,90623.6,374.51,211.41,180.25,777.7,159.98,43.24,170.02,9.8,3192.0,114.66,798855.0,189.1,215.56,25.531,14.852
1.6,0.4,61.4,6.6,8.5,2010,,57.0,106196.7,375.66,251.75,221.67,818.95,182.06,49.23,206.35,8.9,3136.0,107.0,793144.0,176.6,220.62,26.6,15.5
1.66,0.47,62.18,6.8,8.11,2011,,57.0,131198.2,398.11,268.13,215.08,795.12,184.07,57.69,208.41,6.3,3157.0,108.38,785592.0,174.7,260.69,24.8,16.6
1.7,0.5,66.8,6.4,8.0,2012,,57.0,146103.2,447.47,281.62,235.34,847.07,201.23,63.62,164.51,5.3,3182.0,104.57,781281.0,173.4,316.58,23.2,13.5
1.7,0.5,73.2,5.9,6.7,2013,,57.0,164797.0,547.62,344.3,244.1,935.86,215.37,68.63,171.8,5.8,3212.0,106.17,775826.0,177.3,410.31,16.8,15.1
1.7,0.5,54.4,6.9,4.9,2014,,57.0,179740.4,,432.58,258.87,1037.44,237.39,80.01,169.76,5.1,3293.0,106.23,769980.0,,544.1,14.981,13.679
1.7,0.6,59.3,6.0,4.7,2015,,57.0,,,466.0,276.99,1137.24,246.23,89.66,200.61,6.2,,115.81,765231.0,,564.24,,
0.6,0.1,34.2,7.7,7.8,2003,,58.0,48111.5,,107.66,107.61,426.05,102.98,25.09,79.24,9.2,15115.0,109.9,1449233.0,108.6,120.82,55.6,38.5
0.6,0.2,38.2,9.1,6.9,2004,,58.0,59711.7,223.73,119.18,111.29,490.43,100.97,26.35,79.14,6.7,5470.0,114.8,1439986.0,113.9,132.61,58.7,38.5
1.0,0.2,54.3,10.2,7.7,2005,,58.0,74362.7,238.11,122.3,116.92,535.74,103.86,28.29,78.29,6.6,5257.0,111.3,1431060.0,115.0,158.22,56.8,36.0
0.8,0.1,56.3,8.7,6.7,2006,,58.0,88805.0,273.91,136.67,123.83,625.88,112.62,30.43,89.42,6.4,5404.0,109.32,1420065.0,122.6,163.61,37.6,34.2
0.9,0.2,55.2,10.0,7.6,2007,,58.0,119104.0,309.1,165.35,145.19,754.87,119.14,32.68,96.32,5.2,5407.0,108.96,1411733.0,122.2,171.05,28.0,32.7
1.0,0.3,61.7,8.3,7.5,2008,,58.0,147853.2,309.17,182.67,150.79,759.65,128.87,35.89,107.29,7.6,5335.0,112.59,1405351.0,122.4,181.5,31.143,27.314
1.1,0.3,58.6,8.8,7.4,2009,,58.0,147185.1,334.08,195.56,170.65,881.95,149.91,40.27,115.26,8.1,5340.0,116.51,1398160.0,119.3,184.02,27.17,29.64
1.2,0.3,62.6,7.8,7.6,2010,,58.0,172166.7,355.57,246.46,185.18,978.05,163.46,47.44,128.26,6.4,5432.0,107.0,1392414.0,118.6,200.78,26.3,24.9
1.22,0.39,87.37,7.37,7.89,2011,,58.0,213401.2,376.71,269.53,192.32,991.54,173.46,55.7,135.24,5.4,5566.0,108.67,1384006.0,132.4,221.1,24.9,24.9
1.0,0.4,97.9,6.0,7.3,2012,,58.0,239962.5,398.05,281.95,193.2,962.45,176.14,60.83,142.24,4.9,5379.0,104.88,1376538.0,164.0,277.11,22.9,22.5
1.0,0.4,128.5,6.3,6.0,2013,,58.0,270436.8,484.8,307.16,201.91,1046.3,197.09,67.38,169.03,4.8,5353.0,104.89,1368657.0,178.1,375.4,24.8,21.3
0.9,0.4,100.7,7.2,4.9,2014,,58.0,297671.4,,349.37,217.48,1034.54,204.18,75.75,179.84,4.6,5464.0,104.49,1360587.0,,476.39,25.182,21.722
0.8,0.4,81.4,7.9,5.6,2015,,58.0,,,362.62,232.1,1058.93,223.07,85.68,196.48,4.7,,115.09,1355618.0,,462.82,,
0.9,0.4,55.7,6.8,16.5,2003,,59.0,209275.7,,94.46,116.26,444.07,94.97,23.69,97.39,7.4,6764.0,114.6,2813770.0,144.0,112.97,65.1,56.5
1.5,0.7,68.1,8.3,16.0,2004,,59.0,266325.9,282.7,101.35,132.44,488.38,97.5,24.58,102.32,7.3,15003.0,112.6,2783049.0,146.1,134.51,54.6,55.2
0.9,0.4,70.1,8.2,12.1,2005,,59.0,327273.3,306.37,113.21,137.41,515.27,101.21,26.02,119.71,8.1,14982.0,110.4,2751562.0,151.1,142.2,54.2,52.1
1.1,0.5,89.2,8.1,12.1,2006,,59.0,383770.1,312.02,114.55,140.73,545.17,106.07,28.06,124.73,7.0,14669.0,109.49,2718765.0,152.7,149.96,41.4,46.9
1.2,0.6,91.4,8.8,13.3,2007,,59.0,477794.2,328.97,121.98,154.51,586.8,120.43,30.39,133.99,6.5,14767.0,109.1,2691600.0,155.1,160.34,32.4,48.7
1.3,0.7,98.3,7.6,11.7,2008,,59.0,607362.7,332.58,156.18,161.48,631.97,131.88,35.1,171.0,8.3,14430.0,115.62,2673957.0,152.5,173.1,29.263,45.111
1.2,0.6,84.6,7.2,10.9,2009,,59.0,539831.5,352.71,167.66,169.91,679.33,150.63,41.23,191.44,9.9,14720.0,116.39,2660359.0,146.9,189.29,26.102,45.475
1.2,0.6,78.1,6.6,10.7,2010,,59.0,623116.8,378.94,183.84,195.33,674.69,155.9,48.36,231.39,8.3,14285.0,108.05,2648654.0,146.8,206.01,27.1,43.2
1.24,0.64,79.01,6.07,10.1,2011,,59.0,840101.1,406.31,192.43,195.56,705.96,162.21,59.95,257.16,7.5,14357.0,108.6,2633550.0,144.7,238.17,22.8,35.6
1.4,0.8,82.7,5.6,9.7,2012,,59.0,860342.7,443.84,225.23,206.6,700.97,176.9,68.3,267.48,6.3,13164.0,106.64,2631073.0,148.1,295.06,21.0,37.2
1.3,0.8,74.2,5.2,8.7,2013,,59.0,880264.4,529.06,261.68,223.51,744.88,194.32,77.79,267.73,6.5,13159.0,106.42,2634461.0,198.7,376.34,21.0,35.9
1.3,0.9,52.9,6.5,8.5,2014,,59.0,967858.0,,294.24,240.01,790.58,210.95,84.73,248.04,5.8,13413.0,105.47,2636154.0,,479.12,25.071,34.705
1.2,1.0,52.1,5.6,7.9,2015,,59.0,,,329.5,273.86,912.15,232.84,94.07,275.17,6.3,,113.72,2637032.0,,464.02,,
0.6,0.1,52.9,13.5,10.9,2003,,60.0,29488.4,,118.77,119.75,586.11,113.12,24.51,44.8,8.2,2541.0,112.7,758119.0,179.0,119.82,44.2,47.0
0.7,0.2,67.9,17.5,10.2,2004,,60.0,35816.0,242.43,136.73,118.26,623.62,113.21,26.36,75.69,5.4,2527.0,111.6,746750.0,185.2,139.23,39.3,47.6
0.9,0.2,63.0,12.8,9.8,2005,,60.0,40582.9,284.93,125.38,125.04,661.14,110.61,29.63,102.13,6.3,2498.0,110.5,734520.0,197.3,163.13,39.4,40.0
0.9,0.2,71.6,11.8,10.0,2006,,60.0,51464.9,314.43,158.31,156.35,672.89,115.04,33.15,109.4,7.2,2456.0,107.78,720770.0,209.2,168.93,30.6,32.4
1.3,0.4,64.7,10.2,11.3,2007,,60.0,61561.9,316.72,141.08,147.4,751.6,119.2,34.28,115.43,4.8,2448.0,105.92,708234.0,235.0,173.2,19.5,30.3
1.8,0.7,68.8,9.5,13.1,2008,,60.0,73283.2,306.53,154.42,170.52,731.28,130.48,37.44,138.94,6.5,2273.0,112.46,699591.0,222.7,199.9,14.269,32.532
1.7,0.7,62.3,10.3,13.5,2009,,60.0,74647.8,314.93,169.41,192.49,812.55,147.77,42.93,155.89,11.0,2285.0,113.21,690335.0,205.5,207.78,11.842,29.026
2.0,0.9,58.1,13.6,15.1,2010,,60.0,87066.0,380.93,192.9,217.78,857.9,150.63,48.41,170.66,9.5,2323.0,107.27,681892.0,228.5,233.17,11.8,26.0
2.29,0.88,48.17,12.75,13.5,2011,,60.0,100498.5,461.56,212.25,235.88,863.91,163.8,54.84,152.37,9.3,2370.0,107.01,671272.0,258.6,253.33,9.3,23.3
1.8,0.9,43.1,9.5,12.1,2012,,60.0,107547.5,505.16,257.14,268.07,882.22,175.98,59.49,142.56,6.6,2354.0,105.87,666924.0,246.2,311.42,14.6,21.8
1.0,0.6,40.5,7.3,8.0,2013,,60.0,114676.2,684.65,289.21,286.47,947.89,189.77,66.88,155.68,7.0,2331.0,107.05,661507.0,222.9,408.95,14.9,25.2
1.9,0.7,47.5,12.1,8.4,2014,,60.0,121303.1,,345.6,319.6,1047.44,200.35,76.85,183.59,6.5,2185.0,105.73,656561.0,,505.21,15.294,20.342
1.9,0.7,40.0,12.4,7.5,2015,,60.0,,,424.02,369.01,1175.5,230.38,90.69,219.69,6.9,,116.64,651108.0,,515.07,,
1.5,0.3,51.1,4.4,6.9,2003,,61.0,171849.0,,85.17,86.21,343.9,89.82,24.09,90.88,12.6,16088.0,112.2,4396672.0,111.6,111.29,4.4,14.6
1.1,0.3,58.8,3.8,6.9,2004,,61.0,221167.4,173.52,94.96,96.73,447.95,100.28,26.29,101.53,8.7,16017.0,113.8,4375520.0,104.2,132.74,3.7,14.2
1.3,0.4,58.7,3.8,6.7,2005,,61.0,263051.5,260.74,110.65,103.86,513.48,107.28,28.88,106.7,8.5,16249.0,112.9,4352715.0,119.6,150.46,2.0,11.2
1.3,0.4,57.3,3.3,5.6,2006,,61.0,340012.5,312.38,142.66,116.39,587.18,118.15,31.55,132.78,8.1,16568.0,110.14,4332443.0,118.9,172.36,2.1,10.9
1.4,0.4,60.8,4.2,5.3,2007,,61.0,450434.7,353.93,153.76,128.79,703.13,134.13,33.66,149.53,6.7,16592.0,107.4,4314652.0,144.9,191.72,1.9,10.5
1.6,0.5,55.0,5.0,5.5,2008,,61.0,576125.7,378.76,138.23,133.92,740.39,152.78,37.18,157.12,6.4,16174.0,111.83,4297613.0,144.8,217.2,1.742,8.145
1.5,0.5,51.0,5.0,5.5,2009,,61.0,555917.1,410.51,172.21,146.96,797.84,178.07,42.46,165.21,8.4,16316.0,115.4,4292469.0,141.9,227.14,2.29,10.341
1.7,0.6,47.5,5.2,5.3,2010,,61.0,659667.4,408.99,193.15,157.88,846.36,201.99,48.28,198.22,7.7,16487.0,107.52,4284775.0,149.1,241.73,1.3,9.1
1.6,0.6,48.69,4.61,5.27,2011,,61.0,765967.2,443.03,204.88,159.73,901.44,213.7,56.07,208.08,7.3,16960.0,106.94,4275223.0,149.4,275.93,1.5,7.8
1.6,0.7,50.8,4.0,5.3,2012,,61.0,843560.3,487.11,233.57,186.53,907.46,239.6,62.66,217.83,6.0,17136.0,105.8,4260643.0,145.2,339.69,1.1,8.6
1.5,0.6,52.6,4.5,4.6,2013,,61.0,917689.1,614.57,274.19,202.02,982.78,274.41,69.2,235.02,6.0,16395.0,106.35,4254613.0,135.3,447.55,1.1,7.1
1.3,0.5,55.0,4.5,3.9,2014,,61.0,1000247.6,,312.72,215.16,1183.57,294.79,76.8,251.56,5.9,16278.0,105.32,4245532.0,,564.81,1.532,7.705
1.2,0.6,42.7,4.7,3.3,2015,,61.0,,,350.21,234.46,1355.23,334.69,90.22,264.25,6.1,,114.27,4242080.0,,595.5,,
1.2,0.2,46.5,2.9,12.5,2003,,62.0,59607.2,,103.95,89.43,411.99,116.09,24.91,81.31,8.4,6458.0,114.9,1223738.0,157.9,108.96,35.6,16.0
1.2,0.2,54.9,3.2,10.0,2004,,62.0,69996.0,263.22,110.25,101.46,515.29,119.33,25.8,87.73,5.8,6419.0,111.7,1210325.0,155.0,130.38,38.5,15.7
1.2,0.2,57.6,4.2,9.3,2005,,62.0,84382.7,306.45,120.57,103.94,553.15,131.03,27.48,91.57,5.2,6331.0,110.1,1199404.0,172.8,157.52,32.1,12.5
1.3,0.2,58.1,4.0,9.3,2006,,62.0,105491.9,321.99,140.5,120.74,590.36,141.13,29.24,116.82,4.9,6404.0,108.39,1188811.0,170.4,177.76,19.0,13.0
1.2,0.3,60.6,5.7,9.5,2007,,62.0,121305.2,313.5,159.8,146.0,662.95,146.59,31.23,131.39,3.7,6449.0,107.58,1181504.0,181.3,190.36,14.5,9.1
1.2,0.4,58.0,6.4,9.4,2008,,62.0,150151.2,328.04,179.39,159.62,680.12,153.12,34.34,143.26,5.4,6714.0,115.68,1174337.0,179.4,211.2,15.244,11.368
1.2,0.4,55.6,6.4,8.4,2009,,62.0,153634.1,358.42,228.32,176.78,734.06,168.15,41.04,188.07,9.0,6386.0,116.21,1167904.0,174.2,216.63,10.133,8.488
1.4,0.5,58.6,6.7,8.7,2010,,62.0,179127.9,303.73,226.49,185.78,746.34,167.92,43.97,200.24,8.4,6542.0,106.48,1161805.0,183.6,231.59,10.1,7.2
1.41,0.5,65.73,7.96,8.32,2011,,62.0,214142.6,323.85,224.53,180.21,764.32,169.34,51.9,220.77,7.2,6580.0,107.87,1151838.0,200.3,251.28,5.3,7.0
1.6,0.6,71.4,6.5,9.2,2012,,62.0,253881.6,366.61,237.45,181.73,833.01,186.72,56.58,222.88,4.6,5989.0,105.56,1148457.0,214.9,293.21,7.0,7.2
1.6,0.6,66.0,5.6,7.5,2013,,62.0,279286.5,535.75,270.22,184.21,890.95,199.05,60.89,241.55,4.7,5882.0,106.41,1144650.0,217.2,381.14,4.8,6.7
1.4,0.6,52.1,6.7,5.6,2014,,62.0,297333.9,,317.56,221.64,1047.5,221.91,65.74,256.88,4.4,5914.0,106.21,1140844.0,,526.0,6.238,6.941
1.3,0.6,51.6,6.5,5.5,2015,,62.0,,,367.35,253.07,1125.19,229.04,73.61,286.05,4.7,,117.17,1135438.0,,519.57,,
1.1,0.3,43.5,2.1,7.9,2003,,63.0,256554.6,,83.97,105.57,380.72,107.62,24.91,62.47,4.4,15405.0,112.7,3235699.0,112.9,123.68,26.4,28.0
1.1,0.2,50.1,2.0,8.4,2004,,63.0,327118.5,208.34,109.11,115.84,411.27,118.15,28.21,74.33,5.3,15678.0,112.7,3229151.0,112.9,139.66,17.4,25.5
0.9,0.3,51.1,3.5,10.2,2005,,63.0,401812.2,227.49,119.57,118.45,455.65,127.42,29.18,78.67,5.4,15555.0,111.4,3225275.0,139.4,152.34,19.4,23.2
1.3,0.3,60.8,3.8,9.3,2006,,63.0,487713.5,247.02,99.85,121.98,517.02,121.41,31.04,66.1,4.2,15856.0,108.41,3225643.0,162.5,171.58,11.4,20.6
1.4,0.5,63.4,5.8,9.5,2007,,63.0,584968.6,290.95,137.4,142.82,592.59,127.09,31.93,64.22,4.1,15749.0,106.97,3223938.0,161.0,189.94,12.1,18.6
1.7,0.6,63.9,6.4,10.7,2008,,63.0,699295.6,324.02,148.74,149.77,623.31,130.61,37.54,72.33,4.2,15379.0,110.65,3220938.0,145.3,209.3,19.451,19.325
1.5,0.5,58.0,7.0,10.2,2009,,63.0,583999.9,351.3,171.82,167.09,648.86,148.08,40.32,78.32,6.1,15592.0,113.75,3221513.0,136.1,208.08,15.895,13.845
1.9,0.6,61.4,6.2,9.4,2010,,63.0,695651.2,393.39,163.56,172.23,727.28,155.84,45.75,87.16,5.8,15342.0,106.17,3220910.0,132.6,206.73,8.5,9.8
2.38,0.7,61.93,5.97,9.5,2011,,63.0,834149.3,424.46,190.55,188.96,732.6,164.52,52.84,92.07,5.1,15877.0,106.09,3215311.0,131.0,229.64,1.3,9.5
1.9,0.7,56.0,6.4,8.2,2012,,63.0,937434.5,447.81,245.78,203.2,761.81,178.11,60.08,97.01,3.4,15211.0,106.0,3214065.0,143.1,276.45,1.4,8.7
1.9,0.7,55.4,5.7,6.9,2013,,63.0,1048545.8,553.59,335.9,235.66,867.18,190.51,66.57,134.45,3.2,15326.0,105.15,3213289.0,148.1,360.43,0.8,7.8
1.7,0.6,59.9,5.6,4.9,2014,,63.0,1151955.2,,377.52,274.6,994.62,214.13,74.21,145.85,3.0,14873.0,104.11,3211187.0,,517.75,2.179,5.324
1.6,0.6,63.1,5.4,4.4,2015,,63.0,,,429.04,310.71,1148.56,228.29,81.7,169.8,3.4,,114.3,3212676.0,,527.53,,
0.8,0.2,41.3,3.0,8.3,2003,,64.0,119909.0,,113.68,113.28,379.84,107.96,28.02,71.38,10.6,13246.0,110.2,2663481.0,95.7,98.24,14.8,34.5
0.9,0.1,50.3,3.2,8.8,2004,,64.0,151636.9,303.61,117.55,115.13,445.77,107.69,29.01,67.03,10.0,13266.0,110.7,2639528.0,90.3,117.13,21.0,32.8
0.9,0.2,44.1,3.7,9.6,2005,,64.0,170930.5,336.54,119.74,113.12,462.79,109.55,30.17,58.64,9.2,13668.0,108.4,2615575.0,91.3,123.79,18.8,26.7
0.8,0.2,57.8,4.0,8.8,2006,,64.0,204291.2,323.59,125.54,109.22,498.23,110.63,32.33,71.2,8.2,13507.0,105.82,2591231.0,101.2,139.32,21.5,32.6
0.9,0.3,53.2,4.5,9.0,2007,,64.0,252867.2,287.06,142.4,123.72,602.58,124.44,33.74,74.77,8.0,13367.0,106.94,2572396.0,106.4,144.46,15.1,31.1
1.5,0.6,32.7,6.1,8.6,2008,,64.0,321747.2,347.19,151.58,119.63,713.77,133.68,36.56,87.5,7.8,13342.0,110.77,2558322.0,101.4,151.4,20.013,27.188
1.4,0.7,42.7,5.8,8.5,2009,,64.0,326370.4,392.32,158.99,130.06,845.35,142.28,42.5,123.2,8.8,13121.0,113.09,2545296.0,99.7,149.11,20.632,28.807
1.6,0.6,47.6,5.7,8.6,2010,,64.0,376169.4,377.53,173.62,172.64,930.27,160.75,50.22,195.79,6.3,13106.0,106.62,2535434.0,99.4,187.51,18.6,25.5
1.69,0.58,50.3,5.46,8.75,2011,,64.0,431028.0,399.99,201.4,195.94,1119.71,173.04,61.75,207.71,6.0,13304.0,107.43,2519282.0,100.4,216.4,26.3,26.2
1.4,0.6,54.1,5.5,8.8,2012,,64.0,478275.8,469.53,258.77,200.16,1014.37,185.33,67.91,225.86,5.4,13205.0,105.9,2508754.0,103.9,270.32,23.3,25.7
1.2,0.6,40.3,4.8,5.2,2013,,64.0,526178.9,525.03,275.77,227.19,999.59,196.12,71.45,223.63,5.2,13356.0,105.83,2503305.0,113.8,355.06,18.4,22.3
1.5,0.5,37.8,5.1,3.4,2014,,64.0,562261.6,,269.0,245.71,1140.79,200.58,75.94,221.1,4.6,13266.0,105.01,2496552.0,,469.44,20.203,21.926
1.0,0.4,36.3,4.8,3.1,2015,,64.0,,,276.48,260.37,1254.43,212.45,85.96,260.81,4.7,,112.83,2493024.0,,485.37,,
1.4,0.7,38.0,5.2,23.2,2003,,65.0,63139.2,,139.88,143.02,344.01,165.13,39.75,116.09,9.4,2351.0,111.8,545008.0,202.6,137.84,66.5,23.5
1.5,0.8,36.3,5.1,20.3,2004,,65.0,91729.6,252.03,156.82,154.25,532.07,165.4,40.35,120.36,7.4,2393.0,111.5,536783.0,213.4,170.63,63.3,20.4
2.2,1.0,39.5,6.9,19.1,2005,,65.0,121014.1,278.85,173.54,162.87,613.51,166.5,42.42,126.61,7.7,2292.0,114.1,529813.0,260.3,207.37,70.3,24.4
1.9,1.1,54.5,6.2,17.1,2006,,65.0,166105.4,334.07,175.7,168.22,677.89,166.7,43.4,132.39,4.8,2388.0,112.96,521121.0,262.9,232.88,60.9,18.1
2.1,0.8,52.2,5.7,17.8,2007,,65.0,286273.0,373.9,194.17,195.38,766.03,189.21,45.27,135.87,4.6,2403.0,108.94,513452.0,266.1,238.25,33.5,17.9
3.0,1.5,64.0,8.1,19.2,2008,,65.0,333581.6,414.32,206.02,202.29,850.98,192.46,48.16,116.01,7.4,2457.0,112.66,509364.0,223.2,250.2,18.779,15.488
3.5,1.4,51.4,7.7,19.2,2009,,65.0,392380.1,553.38,218.21,203.31,876.75,202.25,56.4,121.42,9.8,2448.0,113.75,504896.0,187.6,274.47,13.849,12.093
3.8,1.5,59.5,8.8,18.8,2010,,65.0,487659.5,699.19,234.7,213.41,985.54,189.57,64.68,158.04,8.9,2440.0,111.27,501279.0,174.1,309.46,4.8,15.4
3.89,1.52,67.32,8.5,18.51,2011,,65.0,600247.9,744.2,255.88,240.62,985.54,195.34,75.38,173.79,7.9,2522.0,108.98,496739.0,158.6,328.95,4.2,8.7
3.8,1.4,67.2,8.1,17.1,2012,,65.0,641886.4,793.45,255.53,256.47,894.8,215.01,82.4,181.03,7.7,2526.0,105.72,495402.0,153.7,395.97,8.7,12.5
3.8,1.4,70.9,7.2,15.0,2013,,65.0,671743.6,892.71,272.0,267.78,1009.93,239.16,95.33,202.57,7.2,2569.0,105.47,493302.0,179.6,498.47,12.4,14.0
3.8,1.3,76.7,8.0,13.4,2014,,65.0,793481.6,,275.59,337.87,1128.15,247.81,107.54,216.03,6.5,2402.0,105.9,491027.0,,628.35,0.613,10.618
3.9,1.3,82.8,8.6,15.1,2015,,65.0,,,282.2,393.28,1343.12,273.6,121.48,257.7,6.3,,112.42,488391.0,,667.16,,
1.0,0.5,56.9,7.2,15.2,2003,,66.0,284576.3,,98.45,100.81,412.14,97.5,25.24,93.12,7.6,18848.0,111.2,4477552.0,188.7,117.13,51.6,45.5
1.0,0.6,75.9,7.7,15.9,2004,,66.0,364368.8,228.65,119.99,94.35,485.42,101.6,28.15,63.06,7.3,18395.0,110.8,4434165.0,213.0,137.98,41.9,40.4
1.0,0.6,80.5,8.5,17.3,2005,,66.0,475575.5,243.84,123.12,98.35,531.46,104.6,29.6,64.59,6.8,18451.0,111.9,4394041.0,214.3,149.7,36.1,40.3
0.9,0.6,96.1,8.8,19.7,2006,,66.0,653908.3,286.48,133.1,118.56,557.35,126.97,31.17,62.1,7.0,18716.0,109.52,4356425.0,207.3,171.54,29.1,36.7
1.3,0.6,96.7,10.3,17.2,2007,,66.0,820792.5,375.65,181.36,159.77,555.96,136.01,33.26,76.59,5.2,19255.0,108.19,4330579.0,196.7,197.93,18.6,33.4
1.5,0.9,97.7,10.1,16.0,2008,,66.0,923550.8,454.9,182.5,152.66,575.85,134.64,36.42,82.88,4.8,19249.0,112.14,4320114.0,171.0,222.8,18.065,29.851
1.4,0.8,95.8,8.9,14.9,2009,,66.0,825267.4,464.21,203.47,163.06,582.17,148.68,42.32,100.4,8.2,18655.0,115.33,4314337.0,147.5,238.21,16.294,30.79
1.7,0.9,91.4,10.7,14.1,2010,,66.0,1046600.1,483.15,199.19,162.99,536.35,156.61,48.17,110.18,8.4,19637.0,107.5,4308472.0,143.0,262.53,13.9,28.1
