region,vodka_share,beer_share,year
 Adygeja,64.64,20.91,1998
 Adygeja,65.35,21.28,1999
 Adygeja,53.81,34.13,2000
 Adygeja,65.33,23.03,2001
 Adygeja,58.39,28.09,2002
 Adygeja,54.74,30.96,2003
 Adygeja,62.02,24.79,2004
 Adygeja,64.35,22.97,2005
 Adygeja,58.7,29.35,2006
 Adygeja,53.59,31.13,2007
 Adygeja,47.82,28.86,2008
 Adygeja,49.14,26.15,2009
 Adygeja,47.56,28.37,2010
 Adygeja,51.16,33.2,2011
 Adygeja,46.93,36.14,2012
 Adygeja,41.76,41.09,2013
 Adygeja,41.22,36.06,2014
 Adygeja,41.13,36.8,2015
 Bashkortostan,76.99,15.74,1998
 Bashkortostan,77.03,17.89,1999
 Bashkortostan,71.69,24.31,2000
 Bashkortostan,68.93,27.59,2001
 Bashkortostan,65.69,30.08,2002
 Bashkortostan,68.23,25.69,2003
 Bashkortostan,64.45,31.0,2004
 Bashkortostan,60.87,32.8,2005
 Bashkortostan,52.11,42.04,2006
 Bashkortostan,52.71,40.78,2007
 Bashkortostan,44.54,49.94,2008
 Bashkortostan,44.24,49.1,2009
 Bashkortostan,44.25,50.61,2010
 Bashkortostan,53.77,39.13,2011
 Bashkortostan,50.16,41.96,2012
 Bashkortostan,44.76,46.78,2013
 Bashkortostan,46.3,45.75,2014
 Bashkortostan,36.36,55.49,2015
Altaj,80.21,8.47,1998
Altaj,77.02,6.21,1999
Altaj,74.0,11.42,2000
Altaj,70.58,15.57,2001
Altaj,62.84,24.03,2002
Altaj,65.6,20.04,2003
Altaj,66.61,18.88,2004
Altaj,67.44,19.53,2005
Altaj,62.96,26.84,2006
Altaj,60.43,28.35,2007
Altaj,55.92,31.09,2008
Altaj,51.29,37.42,2009
Altaj,49.63,37.54,2010
Altaj,49.67,37.75,2011
Altaj,49.2,39.07,2012
Altaj,49.2,40.21,2013
Altaj,55.86,30.94,2014
Altaj,56.45,29.57,2015
 Dagestan,45.82,10.88,1998
 Dagestan,40.0,8.0,1999
 Dagestan,39.6,8.91,2000
 Dagestan,47.21,10.82,2001
 Dagestan,67.22,16.46,2002
 Dagestan,76.7,10.69,2003
 Dagestan,79.73,6.92,2004
 Dagestan,79.59,9.58,2005
 Dagestan,82.26,6.06,2006
 Dagestan,85.21,5.15,2007
 Dagestan,85.06,5.44,2008
 Dagestan,84.41,5.04,2009
 Dagestan,85.02,3.23,2010
 Dagestan,81.34,3.54,2011
 Dagestan,85.91,3.36,2012
 Dagestan,83.44,4.56,2013
 Dagestan,79.34,7.52,2014
 Dagestan,75.32,4.46,2015
Kabardino-Balkarskaja ,75.52,14.38,1998
Kabardino-Balkarskaja ,76.39,14.67,1999
Kabardino-Balkarskaja ,75.04,15.45,2000
Kabardino-Balkarskaja ,71.92,19.21,2001
Kabardino-Balkarskaja ,70.0,19.83,2002
Kabardino-Balkarskaja ,64.05,24.64,2003
Kabardino-Balkarskaja ,61.8,27.45,2004
Kabardino-Balkarskaja ,63.87,24.34,2005
Kabardino-Balkarskaja ,50.88,36.71,2006
Kabardino-Balkarskaja ,52.54,31.29,2007
Kabardino-Balkarskaja ,51.87,32.17,2008
Kabardino-Balkarskaja ,41.32,42.16,2009
Kabardino-Balkarskaja ,42.46,39.58,2010
Kabardino-Balkarskaja ,41.94,39.63,2011
Kabardino-Balkarskaja ,39.59,43.89,2012
Kabardino-Balkarskaja ,36.74,51.09,2013
Kabardino-Balkarskaja ,19.5,69.46,2014
Kabardino-Balkarskaja ,20.07,68.56,2015
 Kalmykija,88.85,4.1,1998
 Kalmykija,89.02,4.1,1999
 Kalmykija,85.2,6.82,2000
 Kalmykija,82.58,9.32,2001
 Kalmykija,77.35,13.47,2002
 Kalmykija,76.01,15.05,2003
 Kalmykija,75.52,15.05,2004
 Kalmykija,59.6,23.97,2005
 Kalmykija,54.93,29.93,2006
 Kalmykija,59.2,26.77,2007
 Kalmykija,60.08,24.93,2008
 Kalmykija,57.79,28.06,2009
 Kalmykija,55.74,30.78,2010
 Kalmykija,58.2,26.74,2011
 Kalmykija,58.91,23.9,2012
 Kalmykija,60.14,23.78,2013
 Kalmykija,49.35,29.81,2014
 Kalmykija,49.21,30.42,2015
Karachaevo-CHerkesskaja ,87.27,6.85,1998
Karachaevo-CHerkesskaja ,87.46,6.92,1999
Karachaevo-CHerkesskaja ,88.08,6.32,2000
Karachaevo-CHerkesskaja ,86.87,7.62,2001
Karachaevo-CHerkesskaja ,84.52,9.75,2002
Karachaevo-CHerkesskaja ,82.17,10.27,2003
Karachaevo-CHerkesskaja ,78.42,12.89,2004
Karachaevo-CHerkesskaja ,54.01,26.62,2005
Karachaevo-CHerkesskaja ,57.25,28.24,2006
Karachaevo-CHerkesskaja ,56.07,31.61,2007
Karachaevo-CHerkesskaja ,44.23,41.54,2008
Karachaevo-CHerkesskaja ,37.3,48.45,2009
Karachaevo-CHerkesskaja ,33.24,51.3,2010
Karachaevo-CHerkesskaja ,31.59,53.73,2011
Karachaevo-CHerkesskaja ,28.45,56.7,2012
Karachaevo-CHerkesskaja ,21.97,64.3,2013
Karachaevo-CHerkesskaja ,17.67,68.97,2014
Karachaevo-CHerkesskaja ,14.19,73.24,2015
Karelija,82.2,10.81,1998
Karelija,80.93,14.16,1999
Karelija,80.1,14.5,2000
Karelija,74.82,16.47,2001
Karelija,62.91,21.31,2002
Karelija,63.06,17.26,2003
Karelija,58.5,17.34,2004
Karelija,60.48,18.37,2005
Karelija,59.38,20.24,2006
Karelija,60.82,21.85,2007
Karelija,59.67,21.43,2008
Karelija,57.64,23.02,2009
Karelija,58.59,22.93,2010
Karelija,60.03,22.1,2011
Karelija,59.28,23.96,2012
Karelija,55.52,26.27,2013
Karelija,51.81,27.58,2014
Karelija,50.64,28.21,2015
Komi,75.99,13.64,1998
Komi,77.35,13.33,1999
Komi,80.26,12.85,2000
Komi,80.01,13.19,2001
Komi,79.58,11.87,2002
Komi,77.18,14.42,2003
Komi,67.64,22.93,2004
Komi,67.81,22.44,2005
Komi,60.43,27.29,2006
Komi,49.94,35.33,2007
Komi,49.3,34.91,2008
Komi,50.07,34.03,2009
Komi,50.44,33.33,2010
Komi,51.44,34.17,2011
Komi,54.02,32.15,2012
Komi,52.29,32.56,2013
Komi,52.1,29.6,2014
Komi,47.69,37.12,2015
 Marij EHl,72.82,19.15,1998
 Marij EHl,76.76,18.48,1999
 Marij EHl,71.21,22.52,2000
 Marij EHl,74.85,20.33,2001
 Marij EHl,74.22,18.87,2002
 Marij EHl,70.99,19.55,2003
 Marij EHl,68.93,19.82,2004
 Marij EHl,69.16,20.15,2005
 Marij EHl,68.75,18.99,2006
 Marij EHl,66.25,18.78,2007
 Marij EHl,64.64,17.87,2008
 Marij EHl,61.08,18.34,2009
 Marij EHl,61.48,19.12,2010
 Marij EHl,62.76,20.61,2011
 Marij EHl,62.31,19.6,2012
 Marij EHl,60.55,20.42,2013
 Marij EHl,54.27,25.24,2014
 Marij EHl,55.43,24.29,2015
 Mordovija,76.64,18.18,1998
 Mordovija,81.87,13.89,1999
 Mordovija,80.76,14.72,2000
 Mordovija,76.89,19.14,2001
 Mordovija,73.05,20.09,2002
 Mordovija,67.74,23.33,2003
 Mordovija,64.58,26.85,2004
 Mordovija,60.72,28.37,2005
 Mordovija,57.44,32.13,2006
 Mordovija,52.62,35.03,2007
 Mordovija,53.44,34.71,2008
 Mordovija,53.31,34.46,2009
 Mordovija,52.86,34.61,2010
 Mordovija,52.88,34.88,2011
 Mordovija,52.26,35.5,2012
 Mordovija,47.96,38.15,2013
 Mordovija,42.39,40.03,2014
 Mordovija,40.75,43.76,2015
Yakutia,85.45,9.44,1998
Yakutia,85.67,9.97,1999
Yakutia,83.13,10.53,2000
Yakutia,81.94,10.87,2001
Yakutia,81.12,10.27,2002
Yakutia,75.49,14.74,2003
Yakutia,71.15,18.32,2004
Yakutia,67.21,20.64,2005
Yakutia,63.1,24.09,2006
Yakutia,60.72,25.14,2007
Yakutia,59.89,24.68,2008
Yakutia,61.18,26.4,2009
Yakutia,58.39,28.57,2010
Yakutia,54.7,31.44,2011
Yakutia,53.52,32.02,2012
Yakutia,52.59,34.1,2013
Yakutia,49.99,35.77,2014
Yakutia,48.95,36.84,2015
 Severnaja Osetija - Alanija,73.34,20.15,1998
 Severnaja Osetija - Alanija,72.98,19.99,1999
 Severnaja Osetija - Alanija,72.28,18.35,2000
 Severnaja Osetija - Alanija,68.45,15.09,2001
 Severnaja Osetija - Alanija,76.42,16.75,2002
 Severnaja Osetija - Alanija,76.75,18.3,2003
 Severnaja Osetija - Alanija,64.05,23.87,2004
 Severnaja Osetija - Alanija,53.88,31.7,2005
 Severnaja Osetija - Alanija,53.92,31.04,2006
 Severnaja Osetija - Alanija,56.58,28.47,2007
 Severnaja Osetija - Alanija,59.36,26.84,2008
 Severnaja Osetija - Alanija,57.33,27.95,2009
 Severnaja Osetija - Alanija,54.08,30.21,2010
 Severnaja Osetija - Alanija,51.49,33.91,2011
 Severnaja Osetija - Alanija,44.27,41.5,2012
 Severnaja Osetija - Alanija,39.8,46.81,2013
 Severnaja Osetija - Alanija,30.7,58.44,2014
 Severnaja Osetija - Alanija,27.57,60.15,2015
 Tatarstan,81.21,15.9,1998
 Tatarstan,79.27,17.67,1999
 Tatarstan,75.57,21.32,2000
 Tatarstan,70.78,25.39,2001
 Tatarstan,77.09,18.21,2002
 Tatarstan,69.6,24.7,2003
 Tatarstan,66.85,26.17,2004
 Tatarstan,64.22,28.1,2005
 Tatarstan,57.85,36.32,2006
 Tatarstan,57.41,35.93,2007
 Tatarstan,56.29,36.96,2008
 Tatarstan,53.61,39.7,2009
 Tatarstan,53.4,38.81,2010
 Tatarstan,51.37,40.8,2011
 Tatarstan,50.27,41.78,2012
 Tatarstan,47.08,43.94,2013
 Tatarstan,45.9,43.74,2014
 Tatarstan,47.72,41.95,2015
Tyva,86.82,7.24,1998
Tyva,81.31,11.0,1999
Tyva,74.05,19.99,2000
Tyva,71.94,23.58,2001
Tyva,78.61,16.96,2002
Tyva,78.97,16.79,2003
Tyva,79.52,16.87,2004
Tyva,77.57,17.36,2005
Tyva,62.77,33.28,2006
Tyva,65.16,30.53,2007
Tyva,64.48,30.97,2008
Tyva,61.82,32.69,2009
Tyva,56.25,35.94,2010
Tyva,56.03,37.1,2011
Tyva,46.8,46.32,2012
Tyva,44.84,48.98,2013
Tyva,25.45,67.29,2014
Tyva,24.46,68.28,2015
Udmurtskaja ,76.38,13.23,1998
Udmurtskaja ,81.49,12.24,1999
Udmurtskaja ,80.95,15.18,2000
Udmurtskaja ,77.07,18.45,2001
Udmurtskaja ,74.44,19.97,2002
